IDLicitacion;NombreLicitacion;Tipo;Estado;FechaPublicacion;Descripcion;Moneda;TipoPresupuesto;TipoMonto;MontoLicitacion;Organismo
1471-7-L121;Convenio de Suministros de Retiro Residuos Peligrosos;L1;Adjudicada a uno o varios proveedores;23/04/2021 14:49:00;Convenio de Suministros de Retiro Residuos Peligrosos, por 36 meses, Año 2021: $ 800.000.- Año 2022: $ 800.000.- Año 2023 $ 8000 Enero a Abril 2014 $ 400.000.-;CLP;PUBLICADO;ESTIMADO;800.000;DIRECCION GENERAL DE AERONAUTICA CIVIL
1417-12-L124;Servicio de retiro y eliminación de residuos peligrosos del Aeropuerto Andrés Sabella.;L1;Adjudicada a uno o varios proveedores;06/06/2024 17:13:23;Contratar el Servicio de Retiro y Eliminación de Residuos peligrosos para el Aeropuerto Andrés Sabella de Antofagasta, según formulario presupuesto adjunto;CLP;PUBLICADO;DISPONIBLE;2.500.000;DIRECCION GENERAL DE AERONAUTICA CIVIL
438-53-LE23;SERVICIO  DE RETIRO  DE MATERIALES CORTOPUNZANTES  RISIDUOS ESPECIALES RESIDUOS PELIGROSOS Y SUMINISTROS DE INSUMOS;LE;Adjudicada a uno o varios proveedores;07/07/2023 10:06:03;SE SOLICITA CONTRATAR LOS SERVICIOS  DE RETIRO  DE MATERIALES CORTOPUNZANTES,  RISIDUOS ESPECIALES, RESIDUOS PELIGROSOS Y SUMINISTROS DE INSUMOS;CLP;PUBLICADO;DISPONIBLE;7.000.000;I MUNICIPALIDAD DE SAN RAMON
3090-14-LE22;SERVICIO DE RETIRO RESIDUOS;LE;Adjudicada a uno o varios proveedores;08/07/2022 16:22:02;La necesidad de contratar un “Servicio de Retiro y Disposición Final de Residuos Especiales y Residuos Peligrosos” para la Central Odontológica IIa. Zona Naval, por cuanto resulta esencial para el  funcionamiento de este servicio de salud dental.;CLP;NO PUBLICADO;DISPONIBLE;Entre 100 y 1000 UTM;DIRECCION DE ABASTECIMIENTO DE LA ARMADA
4429-61-LE23;RETIRO MANEJO Y TRANSPORTE RESIDUOS PELIGROSOS;LE;Adjudicada a uno o varios proveedores;28/06/2023 15:01:30;RETIRO MANEJO Y TRANSPORTE RESIDUOS PELIGROSOS;CLP;PUBLICADO;DISPONIBLE;36.000.000;MUNICIPALIDAD DE HUALPEN
1398-169-LR23;SERVICIO DE RETIRO REAS;LR;Adjudicada a uno o varios proveedores;05/12/2023 15:41:10;Contratar servicio de Retiro, transporte y Disposición Final de Residuos Peligrosos Especiales para Establecimientos de la Red .Asistencial del Servicio de Salud O’Higgins.;CLP;PUBLICADO;ESTIMADO;490.705.680;SERVICIO DE SALUD LIBERTADOR BDO OHIGGINS
2078-19-LE25;CONVENIO PARA EL RETIRO Y DISPOSICIÓN FINAL DE RESIDUOS PELIGROSOS SC55;LE;Adjudicada a uno o varios proveedores;15/07/2025 10:27:10;PROVEER REALIZACIÓN CONVENIO PARA EL RETIRO Y DISPOSICIÓN FINAL DE RESIDUOS PELIGROSOS DE LA SEREMI DE SALUD REGIÓN DEL BIOBIO SC55;CLP;NO PUBLICADO;ESTIMADO;Entre 100 y 1000 UTM;SUBSECRETARIA DE SALUD PUBLICA
3140-8-LE25;SERVICIO DE RETIRO RESIDUOS HOSPITALARIOS;LE;Adjudicada a uno o varios proveedores;10/12/2025 17:29:00;CONTRATO DE SUMINISTRO SERVICIO DE RETIRO, MANEJO, TRATAMIENTO Y DISPOSICION FINAL PARA RESIDUOS PELIGROSOS, RADIOACTIVO DE BAJA INTENSIDAD Y ESPECIALES DEL CESFAM DE LAGO RANCO, PERIODO  2026-2027;CLP;NO PUBLICADO;ESTIMADO;Entre 100 y 1000 UTM;I MUNICIPALIDAD DE LAGO RANCO
1398-82-LR25;RETIRO TRANSPORTE Y DISPOSICIÓN FINAL RESIDUOS.;LR;Adjudicada a uno o varios proveedores;11/09/2025 08:22:00;Retiro, Transporte y Disposición final de Residuos Peligrosos y Especiales para la RED Asistencial del SSO.;CLP;NO PUBLICADO;ESTIMADO;Igual o superior a 5.000 UTM;SERVICIO DE SALUD LIBERTADOR BDO OHIGGINS
3090-8-L120;RETIRO Y DISPOSICIONES FINAL DE RESIDUOS ESPECIALES Y RESIDUOS PELIGROSOS;L1;Adjudicada a uno o varios proveedores;21/08/2020 14:19:41;SERVICIO DE RETIROS DE RESIDUOS ESPECIALES Y PELIGROSOS DE LA REPARTICIÓN;CLP;PUBLICADO;DISPONIBLE;2.500.000;ARMADA DE CHILE
624891-10-L121;RETIRO TRASLADO Y DISPÓSICION FINAL DE RESIDUOS PELIGROSOS DEL AERODROMO MOCOPULLI;L1;Adjudicada a uno o varios proveedores;22/04/2021 16:43:00;CONTRATAR EL SERVICIO DE RETIRO, TRASLADO Y DISPOSICION FINAL DE RESIDUOS PELIGROSOS DEL AERODROMO MOCOPULLI;CLP;PUBLICADO;DISPONIBLE;1.300.000;DIRECCION GENERAL DE AERONAUTICA CIVIL
4111-15-L120;SERV. RETIRO RESIDUOS ESPE. Y PELIGROSOS CESFAM;L1;Adjudicada a uno o varios proveedores;17/11/2020 16:58:15;Contrato Suministro por Servicio de Retiro de Residuos Peligrosos y Residuos Especiales, desde el Centro de Salud Familiar José Joaquín Aguirre de Calle Larga. Por un periodo de 24 meses.;CLP;NO PUBLICADO;ESTIMADO;Menor a 100 UTM;I MUNICIPALIDAD DE CALLE LARGA
1417-17-L123;Servicio de retiro y eliminación de residuos peligrosos del Aeropuerto Andrés Sabella.;L1;Adjudicada a uno o varios proveedores;06/07/2023 13:34:28;Contratar el Servicio de Retiro y Eliminación de Residuos peligrosos para el Aeropuerto Andrés Sabella de Antofagasta, según formulario presupuesto adjunto.;CLP;PUBLICADO;DISPONIBLE;3.100.000;DIRECCION GENERAL DE AERONAUTICA CIVIL
1658-852-L123;S67-23/ASEO/MEDIO AMBIENTE/SERVICIO DE RETIRO, TRANSPORTE Y DISPOSICIÓN FINAL AUTORIZADO DE RESIDUOS PELIGROSOS (PILAS), SEGÚN ESPECIFICACIONES TÉCNICAS ADJUNTAS;L1;Adjudicada a uno o varios proveedores;20/10/2023 13:07:46;SERVICIO DE RETIRO, TRANSPORTE Y DISPOSICIÓN FINAL AUTORIZADO DE RESIDUOS PELIGROSOS (PILAS), SEGÚN ESPECIFICACIONES TÉCNICAS ADJUNTAS;CLP;PUBLICADO;ESTIMADO;3.400.000;I MUNICIPALIDAD DE TEMUCO
3300-2-L124;RETIRO DE RESIDUOS PELIGROSOS Y ESPECIALES;L1;Adjudicada a uno o varios proveedores;13/02/2024 18:11:15;ADQUISICION DE SERVICIO DE RETIRO DE RESIDUOS PELIGROSOS Y ESPECIALES DE BODEGA DE REAS DE LA DIRECCION COMUNAL DE SALUD DE LICANTEN;CLP;PUBLICADO;DISPONIBLE;3.000.000;I MUNICIPALIDAD DE LICANTEN
1471-8-L124;SIC  332, SERVICIO RETIRO DE RESIDUOS PELIGROSOS;L1;Adjudicada a uno o varios proveedores;01/08/2024 09:28:00;LA NECESIDAD DE REALIZAR SERVICIO RETIRO DE RESIDUOS PELIGROSOS EN AERÓDROMO LA FLORIDA A SOLICITUD POR UN PERIODO DE 36 MESES;CLP;PUBLICADO;ESTIMADO;736.000;DIRECCION GENERAL DE AERONAUTICA CIVIL
1719-31-L124;SERVICIO DE RETIRO TRANSPORTE Y ELIMINACION REAS;L1;Adjudicada a uno o varios proveedores;27/11/2024 17:00:59;Servicio de Retiro, transporte y eliminación de residuos peligrosos y especiales del CESFAM Sagrada Familia, según decreto bases n 7658.-;CLP;NO PUBLICADO;ESTIMADO;Menor a 100 UTM;ILUSTRE MUNICIPALIDAD  DE SAGRADA FAMILIA
3486-63-L123;RETIRO Y ELIMINACION RESIDUOS PELIGROSOS;L1;Adjudicada a uno o varios proveedores;07/09/2023 13:56:04;RETIRO, TRASLADO Y DISPOSICION FINAL DE RESIDUOS PELIGROSOS DEL CESFAM, CECOSF Y POSTAS RURALES ( S.P 482);CLP;NO PUBLICADO;ESTIMADO;Menor a 100 UTM;I MUNICIPALIDAD DE NUEVA IMPERIAL
5586-667-L124;B/C CONTRATO DE SUMINISTRO SERVICIO RETIRO DE RESIDUOS PELIGROSOS;L1;Adjudicada a uno o varios proveedores;26/11/2024 09:54:28;CONTRATO DE SUMINISTRO SERVICIO RETIRO DE RESIDUOS PELIGROSOS, DE ACUERDO A EETT DETALLADOS EN ANEXO N° 2 ESPECIFICACIONES TÉCNICAS;CLP;PUBLICADO;DISPONIBLE;5.500.000;UNIVERSIDAD DE LA FRONTERA
996-185-LE20;SERVICIO DE RETIRO DE RESIDUOS PELIGROSOS VIALIDAD REGION DE COQUIMBO;LE;Adjudicada a uno o varios proveedores;23/11/2020 16:43:17;SERVICIO DE RETIRO DE RESIDUOS PELIGROSOS VIALIDAD REGION DE COQUIMBO;CLP;PUBLICADO;ESTIMADO;50.000.000;MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF
5602-72-L122;Servicio de retiro de residuos peligrosos y especiales desde el Laboratorio Ambiental Arica.;L1;Adjudicada a uno o varios proveedores;01/07/2022 16:25:00;Servicio de retiro de residuos peligrosos y especiales desde el Laboratorio Ambiental Arica. Solicitud N°2022060024 Memorándum N°93 Laboratorio Ambiental;CLP;PUBLICADO;DISPONIBLE;1.500.000;SUBSECRETARIA DE SALUD PUBLICA
1116006-8-L123;Servicio de retiro residuos peligrosos RESPEL del Ad. Balmaceda 2023.-;L1;Adjudicada a uno o varios proveedores;31/10/2023 16:26:56;Servicio de retiro residuos peligrosos RESPEL del Ad. Balmaceda 2023, según bases, documentos, anexos del proceso.-;CLP;PUBLICADO;DISPONIBLE;2.700.000;DIRECCION GENERAL DE AERONAUTICA CIVIL
4137-8-L123;Servicio retiro de residuos sólidos;L1;Adjudicada a uno o varios proveedores;20/07/2023 14:42:54;La necesidad de contratar el servicio de retiro de residuos peligrosos generados por el Aeródromo Desierto de Atacama.;CLP;PUBLICADO;DISPONIBLE;2.000.000;DIRECCION GENERAL DE AERONAUTICA CIVIL
4337-24-L122;CS Retiro residuos contaminados;L1;Adjudicada a uno o varios proveedores;31/03/2022 09:28:00;Convenio para retiro de residuos peligrosos o contaminados Cesfam Renaico y Cecosf Tijeral;CLP;NO PUBLICADO;ESTIMADO;Menor a 100 UTM;I MUNICIPALIDAD DE RENAICO
2803-14-LE21;Compra de retiro de Residuos Peligrosos y Especial;LE;Adjudicada a uno o varios proveedores;06/12/2021 16:47:11;La necesidad de darle continuidad al retiro, traslado, disposición y destrucción de desechos farmacológicos y material cortopunzantes del Centro de Salud Familiar Centenario;CLP;NO PUBLICADO;DISPONIBLE;Entre 100 y 1000 UTM;MUNICIPALIDAD DE LOS ANDES
2408-66-LE25;SERVICIO DE RETIRO TRANSPORTE Y DISPOSICIÓN FINAL DE RESIDUOS PELIGROSOS Y ESPECIALES LOS ÁNGELES 2025;LE;Adjudicada a uno o varios proveedores;16/05/2025 10:40:08;SERVICIO DE RETIRO, TRANSPORTE Y DISPOSICIÓN FINAL DE RESIDUOS PELIGROSOS Y ESPECIALES, LOS ÁNGELES 2025;CLP;PUBLICADO;DISPONIBLE;18.000.000;I MUNICIPALIDAD DE LOS ANGELES
4172-56-LE24;CONVENIO RETIRO DE RESIDUOS;LE;Adjudicada a uno o varios proveedores;09/12/2024 17:10:00;SE SOLICITA CONVENIO DE SERVICOS DE MAJEO, RETIRO, TRANSPORTE Y DISPOSICION FINAL DE RESIDUOS PELIGROSOS Y ESPECIALES R.E.A.S, PARA LOS CESFAM DE LA COMUAN POR UN PERIODO DE 24 MESES;CLP;NO PUBLICADO;DISPONIBLE;Entre 100 y 1000 UTM;ILUSTRE MUNICIPALIDAD DE COLBUN
4707-43-L124;RETIRO TRASPORTE Y ELIMINACION DE RESIDUOS PELIGRO;L1;Adjudicada a uno o varios proveedores;24/10/2024 10:22:41;SERVICIO DE RETIRO, TRANSPORTE Y ELIMINACIÓN DE RESIDUOS PELIGROSOS Y ESPECIALES PARA EL CESFAM DE SAN  NICOLAS  POR AÑO 2025.;CLP;PUBLICADO;DISPONIBLE;10.000.000;I MUNICIPALIDAD DE SAN NICOLAS
3606-18-L123;SERVICIO TRATAMIENTO DE RESIDUOS PELIGROSOS ;L1;Adjudicada a uno o varios proveedores;15/06/2023 15:04:08;CONTRATACIÓN SERVICIO DE TRATAMIENTO Y TRANSPORTE RESIDUOS PELIGROSOS DE LAS POSTAS Y ESTACIONES MEDICO RURALES DE LA COMUNA, ADEMAS DEL DEPARTAMENTO DE SALUD MUNICIPAL DE MULCHEN, DURANTE UN PERIODO DE 36 MESES.;CLP;PUBLICADO;ESTIMADO;4.000.000;I MUNICIPALIDAD DE MULCHEN
4111-3-LE25;SERV. RETIRO RESIDUOS ESPE. Y PELIGROSOS CESFAM JJA;LE;Adjudicada a uno o varios proveedores;20/02/2025 09:54:24;Adquisición de Servicios de Retiro de Residuos Especiales y Residuos Peligrosos desde el Centro de Salud Familiar José Joaquín Aguirre y Posta San Vicente de Calle Larga.;CLP;NO PUBLICADO;DISPONIBLE;Entre 100 y 1000 UTM;I MUNICIPALIDAD DE CALLE LARGA
1233600-74-LP25;CONV. SUM. DISPOSICIÓN FINAL RESIDUOS PELIGROSOS;LP;Adjudicada a uno o varios proveedores;24/07/2025 11:57:15;La Corporación Municipal de Renca, en adelante la “Corporación”, llama a licitación pública para la contratación por convenio de suministro del servicio de retiro, transporte, tratamiento y disposición final de residuos peligrosos y especiales de los establecimientos de salud que se indican, pertenecientes a la comuna de Renca, denominada “CONTRATACIÓN POR CONVENIO DE SUMINISTRO DEL SERVICIO DE RETIRO, TRANSPORTE, TRATAMIENTO Y DISPOSICIÓN FINAL DE RESIDUOS PELIGROSOS Y ESPECIALES DE LOS ESTABLECIMIENTOS DE SALUD QUE SE INDICAN”.;CLP;NO PUBLICADO;DISPONIBLE;Igual o superior a 1.000 UTM e inferior a 2.000 UTM;CORP MUNICIPAL DE RENCA
3376-2-LP20;Servicio de retiro de residuos peligrosos;LP;Adjudicada a uno o varios proveedores;19/02/2020 17:18:00;Servicio de retiro de residuos peligrosos;CLP;NO PUBLICADO;DISPONIBLE;Igual o superior a 1.000 UTM e inferior a 2.000 UTM;Ejército de Chile
619133-52-LQ24;CONVENIO DEL SERVICIO DE RETIRO Y DISPOSICION FINAL DE RESIDUOS PELIGROSOS REAS DEL HOSPITAL SAN CAMILO DE SAN FELIPE - Readjudicada en Id 619133-52-R124;LQ;Adjudicada a uno o varios proveedores;09/04/2024 18:26:00;Las presentes Bases Administrativas rigen el llamado a licitación pública “CONVENIO DEL SERVICIO DE RETIRO Y DISPOSICION FINAL DE RESIDUOS PELIGROSOS REAS DEL HOSPITAL SAN CAMILO DE SAN FELIPE”, ubicado en Av. Miraflores 2085 San Felipe, Quinta región, aplicando los procedimientos establecidos en la Ley de Compras N° 19.886 de la Administración Pública.;CLP;NO PUBLICADO;DISPONIBLE;Igual o superior a 2.000 UTM e inferior a 5.000 UTM ;SERVICIO SALUD SAN FELIPE LOS ANDES HOSP
3540-96-L120;Servicio Retiro Residuos Peligrosos ;L1;Adjudicada a uno o varios proveedores;07/07/2020 17:37:50;El CMT de Coyhaique, requiere  contratar el servicio de retiro de residuos peligrosos a objeto de dar cumplimiento a la norma medioambiental en obra del  proyecto de Lago Brown Etapa I //Leer las Bases de Licitación, completar y adjuntar junto a la oferta los Anexo N°1, 2A o 2B y N°3.;CLP;PUBLICADO;DISPONIBLE;2.970.000;Ejército de Chile
2445-37-LE22;RETIRO RESIDUOS PELIGROSOS;LE;Adjudicada a uno o varios proveedores;12/04/2022 16:10:00;POR RETIRO RESIDUOS PELIGROSOS DESDE LOS ESTABLECIMIENTOS DE SALUD. SERVICIO DE INSUMOS TEMPORAL, RETIRO, TRANSPORTE Y DISPOSICION FINAL DE RESIDUOS PELIGROSOS Y ESPECIALES GENERADOS POR  ESTABLECIMIENTOS DE ATENCION DE SALUD PRIMARIA ADEMAS DE LOS CENTROS DE VACUNACION EN DEPENDENCIAS EXTERNAS A NUESTROS ESTABLECIMIENTOS DE SALUD DONDE SE DEBE COORDINAR EL RETIRO DE RESIDUOS CON EL ENC COM REAS;CLP;PUBLICADO;ESTIMADO;48.697.587;I MUNICIPALIDAD DE CURICO
619133-23-LQ20;CONVENIO DEL SERVICIO DE RETIRO Y DISPOSICION ;LQ;Adjudicada a uno o varios proveedores;17/04/2020 14:30:00;CONVENIO DEL SERVICIO DE RETIRO Y DISPOSICION FINAL DE RESIDUOS PELIGROSOS REAS DEL HOSPITAL SAN CAMILO DE SAN FELIPE;CLP;NO PUBLICADO;DISPONIBLE;Igual o superior a 2.000 UTM e inferior a 5.000 UTM ;SERVICIO SALUD SAN FELIPE LOS ANDES HOSP
3046-46-L121;DL-53-FL-SERVICIO DE EXTRACCIÓN DE RESIDUOS SOLIDOS Y LIQUIDOS PELIGROSOS;L1;Adjudicada a uno o varios proveedores;08/10/2021 08:55:58;Servicio de retiro, transporte, tratamiento y disposición final de residuos peligrosos(sólidos y líquidos) desde el centro de acopio de residuos peligrosos de la III Brigada Aérea, según Bases técnicas y anexos adjuntos;CLP;PUBLICADO;DISPONIBLE;3.000.000;FUERZA AEREA DE CHILE COMANDO LOGISTICO
5158-79-LE22;RETIRO DE RESIDUOS PELIGROSOS LABORATORIOS ULS;LE;Adjudicada a uno o varios proveedores;26/12/2022 12:46:14;La Universidad de La Serena a través de la Dirección de Investigación y Desarrollo, en adelante DIDULS, requiere contratar de forma indispensable el servicio de retiro, transporte y disposición final de residuos peligrosos, líquidos y sólidos de los laboratorios de investigación, de acuerdo a las especificaciones técnicas que forman parte del presente proceso licitatorio;CLP;NO PUBLICADO;DISPONIBLE;Entre 100 y 1000 UTM;UNIVERSIDAD DE LA SERENA
3178-23-R121;SERVICIO DE RETIRO Y ELIMINACIÓN DE RESIDUOS PELIGROSOS Y ESPECIALES;LE;Adjudicada a uno o varios proveedores;26/10/2020 12:30:24;Dotar al Hospital Naval Almirante Adriazola de los servicios necesarios de retiro y eliminación de residuos peligrosos.;CLP;NO PUBLICADO;ESTIMADO;Entre 100 y 1000 UTM;DIRECCION GENERAL DE LOS SERVICIOS DE LA ARMADA
4407-28-LE23;Suministro de Servicio de Retiro de Residuos Peligrosos y especiales CESFAM Lumaco;LE;Adjudicada a uno o varios proveedores;18/07/2023 20:12:13;Servicio de Retiro, Transporte, Tratamiento y disposición final de Residuos Peligrosos y especiales del Centro de Salud familiar de Lumaco;CLP;PUBLICADO;ESTIMADO;12.000.000;Ilustre Municipalidad de Lumaco
1057532-41-LR22;Servicio de Manejo Retiro Transporte y Disposición Final de Residuos peligrosos y Especiales para los establecimiento de la Red del Servicio de Salud Osorno;LR;Adjudicada a uno o varios proveedores;30/08/2022 10:44:29;Servicio de Manejo, Retiro, Transporte y Disposición Final de Residuos peligrosos y Especiales para los establecimiento de la Red del Servicio de Salud Osorno año 2022 a 2024;CLP;PUBLICADO;ESTIMADO;1.150.300.872;SERVICIO DE SALUD OSORNO
564162-34-L125;Solicitud N° 82794 - Servicio de retiro de residuos peligrosos especiales y peligrosos / CC 11 - PS 1321;L1;Adjudicada a uno o varios proveedores;16/04/2025 08:53:26;La Vicerrectoría de Investigación, Innovación y Creación (VRIIC) de la Universidad de Santiago de Chile, requiere la contratación del servicio que se detalla a continuación:   Recolección, transporte y Disposición final de residuos peligrosos especiales (kg)  y peligrosos (kg).  Despacho: Av. Libertador Bernardo O’Higgins 3363. Estación Central. (Edificio de Investigación REMS). ;CLP;PUBLICADO;DISPONIBLE;4.046.000;UNIVERSIDAD DE SANTIAGO DE CHILE
4407-28-LE25;Servicio de retiro de Residuos peligrosos y especiales CESFAM Lumaco;LE;Adjudicada a uno o varios proveedores;23/10/2025 14:37:00;Se requiere el servicio de retiro de residuos peligrosos y especiales del Centro de salud Familiar de Lumaco.;CLP;PUBLICADO;DISPONIBLE;12.000.000;Ilustre Municipalidad de Lumaco
1057417-13-LQ24;CONVENIO POR SERVICIO DE RETIRO TRANSPORTE TRATAMIENTO Y DISPOSICIÓN FINAL DE RESIDUOS PELIGROSOS Y ESPECIALES GENERADOS EN EL C.A.V.R.R. 2° LLAMADO ;LQ;Adjudicada a uno o varios proveedores;09/02/2024 14:32:39;Que, el Complejo Asistencial “Dr. Víctor Ríos Ruiz” Los Ángeles, requiere licitar el “CONVENIO POR SERVICIO DE RETIRO, TRANSPORTE, TRATAMIENTO Y DISPOSICIÓN FINAL DE RESIDUOS PELIGROSOS Y ESPECIALES GENERADOS EN EL C.A.V.R.R. 2° LLAMADO”.;CLP;NO PUBLICADO;ESTIMADO;Igual o superior a 2.000 UTM e inferior a 5.000 UTM ;COMPLEJO ASISTENCIAL DR.VICTOR RIOS RUIZ
4464-7-LE25;SERVICIO DE RETIRO TRANSPORTE Y DISPOSICIÓN FINAL DE RESIDUOS PELIGROSOS Y ESPECIALES ;LE;Adjudicada a uno o varios proveedores;20/02/2025 17:08:17;El Hopistal de Curico necesita licitar un contrato de SUMINISTRO DEL SERVICIO DE RETIRO, TRANSPORTE Y DISPOSICIÓN FINAL DE RESIDUOS PELIGROSOS Y ESPECIALES GENERADOS POR EL NUEVO RECINTO DEL HOSPITAL SAN JUAN DE DIOS DE CURICO, para el buen funcionamiento del recinto. ;CLP;NO PUBLICADO;ESTIMADO;Entre 100 y 1000 UTM;SERVICIO DE SALUD DEL MAULE HOSPITAL DE CURICO
2780-82-L125;SERVICIO DE RETIRO DE RESIDUOS PELIGROSOS;L1;Adjudicada a uno o varios proveedores;30/12/2025 09:46:00;SERVICIO DE TRASDLADO DE RETIRO DE RESIDUOS CORTOPUNZANTE Y RESIDUOS PELIGROSOS PARA EL AÑO COMPLETO DESDE ENERO A DICIEMBRE 2026.;CLP;NO PUBLICADO;DISPONIBLE;Menor a 100 UTM;I MUNICIPALIDAD DE LA LIGUA
1116007-16-LE21;Servicio retiro, transporte y disposición final;LE;Adjudicada a uno o varios proveedores;18/05/2021 07:55:11;Servicio retiro, transporte y disposición final de residuos peligrosos de la Zona Aeroportuaria Austral, de acuerdo a formulario de requerimiento 09/9/PRT/008 de fecha 13 de abril de 2021.;CLP;PUBLICADO;ESTIMADO;11.400.000;DIRECCION GENERAL DE AERONAUTICA CIVIL
872-28-L121;“RETIRO, TRANSPORTE Y DISPOSICIÓN DE RESIDUOS PELIGROSOS”;L1;Adjudicada a uno o varios proveedores;01/06/2021 13:52:09;La Comisión Chilena de Energía Nuclear requiere efectuar retiro, transporte y disposición de Residuos Peligrosos para los Centros Nucleares de La Reina -Nueva Bilbao 12501,Las Condes- y CEN Lo Aguirre - Ruta 68 km 22 (Pasado Peaje y Antes Túnel Lo Prado), Pudahuel-, para el periodo 2021.;CLP;NO PUBLICADO;ESTIMADO;Menor a 100 UTM;Comisión Chilena de Energía Nuclear
2583-150-L120;Retiro y Destrucción de Medicamentos, Insumos médicos y Residuos Peligrosos/ Presupuesto Municipal Farmacia La Botica/DISAM/SOPE 42221/POS.;L1;Adjudicada a uno o varios proveedores;06/03/2020 18:57:00;Servicio de retiro y destrucción de medicamentos, Insumos y Residuos Peligrosos, en el marco de lo dispuesto por la autoridad sanitaria y reglamentación ambiental al respecto, por productos con vencimiento caducada o mermados, generados por los CESFAM, de la Ilustre Municipalidad de Maipú.  ;CLP;PUBLICADO;ESTIMADO;1.190.000;ILUSTRE MUNICIPALIDAD DE MAIPU
1657-48-L121;SERVICIO RETIRO, TRANSPORTE, DISPOSICION Y ELIMINACION FINAL DE RESIDUOS PELIGROSOS Y ESPECIALES DEL LABORATORIO DE SALUD PÚBLICA AMBIENTAL, SRMS4 ;L1;Adjudicada a uno o varios proveedores;17/12/2021 12:59:40;El Laboratorio de Salud Pública Ambiental de la Seremi de Salud, Región de Coquimbo, necesita adquirir “SERVICIO DE RETIRO, TRANSPORTE, DISPOSICION FINAL DE RESIDUOS PELIGROSOS Y ESPECIALES”, necesario para el correcto manejo y eliminación de Residuos generados producto de los análisis que realiza el Laboratorio.;CLP;PUBLICADO;DISPONIBLE;2.800.000;SUBSECRETARIA DE SALUD PUBLICA
5761-5-LE22;RETIRO RESIDUOS PELIGROSOS;LE;Adjudicada a uno o varios proveedores;09/06/2022 18:32:00;LA FACULTAD DE CS. QUIMICAS Y FARMACEUTICAS DE LA UNIVERSIDAD DE CHILE REQUIERE CONTRATAR EL SERVICO DE RETIRO, TRANSPORTE, TRATAMIENTO Y DISPOSICION FINAL DE RESIDUOS PELIGROSOS PARA LA FACULTAD DE CS. QUIMICAS Y FARMACEUTICAS.;CLP;NO PUBLICADO;DISPONIBLE;Entre 100 y 1000 UTM;UNIVERSIDAD DE CHILE
885-75-LE23;Servicios de retiro de residuos peligrosos de CGR;LE;Adjudicada a uno o varios proveedores;24/08/2023 12:03:06;La Contraloría General de la República requiere contratar los servicios de retiro, transporte y disposición final de residuos peligrosos, resultantes de las actividades que se llevan a cabo en edificios del nivel central de esta institución, ubicados en la comuna de Santiago, y de las Contralorías Regionales de Valparaíso y del Libertador General Bernardo O’Higgins, por un período de 24 meses.;CLP;PUBLICADO;ESTIMADO;8.000.000;CONTRALORIA GENERAL DE LA REPUBLICA
885-95-LE24;Servicios de retiro de residuos peligrosos de CGR;LE;Adjudicada a uno o varios proveedores;23/09/2024 08:03:20;Servicios de retiro, transporte y disposición final de residuos peligrosos, resultantes de las actividades que se llevan a cabo en edificios del nivel central de esta institución, ubicados en Profesora Amanda Labarca N° 59 y N° 65, y Teatinos N° 56 y N°78, de la comuna de Santiago, y de las Contralorías Regionales de Valparaíso, ubicada en Edwards N° 699, comuna de Valparaíso y del Libertador General Bernardo O’Higgins, ubicada en Gamero N° 261 comuna de Rancagua, respectivamente, por un período de 12 meses.;CLP;PUBLICADO;ESTIMADO;8.400.000;CONTRALORIA GENERAL DE LA REPUBLICA
1057547-375-LR24;COMPRA DE SERVICIO DE RETIRO RESIDUOS PELIGROSOS;LR;Adjudicada a uno o varios proveedores;03/07/2024 12:16:36;COMPRA DE SERVICIO DE RETIRO, TRANSPORTE Y DISPOSICIÓN FINAL DE RESIDUOS PELIGROSOS Y RESIDUOS ESPECIALES 2024 EN EL HOSPITAL BASE VALDIVIA;CLP;PUBLICADO;ESTIMADO;511.000.000;SERVICIO DE SALUD VALDIVIA HOSPITAL BASE
